Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_Segment,Region,State,City,Category,Sub_Category,Quantity,Discount,Sales,Profit
2347,ORD-2023-00969,2023-02-24,2023-02-28,Standard Class,Consumer,South,Kerala,Kochi,Furniture,Bookcases,3,0.0,6187.85,-138.67
2348,ORD-2023-02577,2023-02-24,2023-03-02,Second Class,Consumer,North,Chandigarh,Chandigarh,Clothing,Men,7,0.2,9861.5,2049.72
2349,ORD-2023-05108,2023-02-24,2023-02-26,First Class,Consumer,South,Telangana,Hyderabad,Electronics,Mobiles,6,0.2,61903.96,171.15
2350,ORD-2023-01340,2023-02-24,2023-02-27,Standard Class,Small Business,North,Delhi,Delhi,Clothing,Footwear,9,0.0,30280.24,6971.27
2351,ORD-2023-01350,2023-02-24,2023-02-26,Second Class,Small Business,West,Maharashtra,Pune,Clothing,Kids,3,0.0,9707.31,2004.7
2352,ORD-2023-03848,2023-02-24,2023-03-02,Standard Class,Consumer,South,Kerala,Kochi,Home Appliances,Cleaning,9,0.15,52678.75,-1199.83
2353,ORD-2023-05746,2023-02-25,2023-03-03,Standard Class,Corporate,North,Uttar Pradesh,Lucknow,Clothing,Men,11,0.15,10476.25,1749.58
2354,ORD-2023-03922,2023-02-25,2023-03-03,Same Day,Corporate,North,Delhi,Delhi,Electronics,Cameras,5,0.1,25378.33,1610.36
2355,ORD-2023-03014,2023-02-25,2023-03-03,Same Day,Consumer,East,Odisha,Bhubaneswar,Clothing,Kids,5,0.05,10796.23,1200.25
2356,ORD-2023-02849,2023-02-25,2023-03-04,Same Day,Consumer,West,Maharashtra,Pune,Home Appliances,Cleaning,5,0.05,9971.3,184.74
2357,ORD-2023-00710,2023-02-26,2023-03-02,Same Day,Consumer,West,Maharashtra,Nagpur,Clothing,Men,12,0.2,10704.6,2374.15
2358,ORD-2023-04793,2023-02-26,2023-02-28,First Class,Corporate,East,Assam,Guwahati,Furniture,Chairs,3,0.0,4714.46,-126.72
2359,ORD-2023-03543,2023-02-26,2023-02-28,First Class,Corporate,West,Maharashtra,Nagpur,Office Supplies,Stationery,3,0.05,2108.79,438.13
2360,ORD-2023-00885,2023-02-27,2023-03-03,Standard Class,Consumer,East,Odisha,Bhubaneswar,Clothing,Footwear,10,0.05,22652.24,5343.97
2361,ORD-2023-02660,2023-02-27,2023-03-05,Standard Class,Consumer,North,Rajasthan,Jaipur,Office Supplies,Stationery,1,0.1,634.77,103.59
2362,ORD-2023-02079,2023-02-27,2023-03-05,Standard Class,Consumer,South,Kerala,Kochi,Clothing,Women,3,0.05,11303.1,2109.53
2363,ORD-2023-01305,2023-02-27,2023-03-03,Second Class,Consumer,West,Maharashtra,Pune,Furniture,Bookcases,12,0.05,168509.99,-2158.51
2364,ORD-2023-03078,2023-03-01,2023-03-05,First Class,Corporate,North,Chandigarh,Chandigarh,Electronics,Mobiles,9,0.0,31900.39,4248.57
2365,ORD-2023-01727,2023-03-01,2023-03-07,Standard Class,Corporate,North,Rajasthan,Jaipur,Office Supplies,Paper,1,0.0,919.13,135.89
2366,ORD-2023-01651,2023-03-01,2023-03-04,Same Day,Consumer,West,Maharashtra,Mumbai,Clothing,Men,4,0.1,6854.88,1403.73
2367,ORD-2023-05644,2023-03-01,2023-03-03,Standard Class,Corporate,West,Maharashtra,Nagpur,Office Supplies,Labels,2,0.0,1821.06,476.3
2368,ORD-2023-05700,2023-03-01,2023-03-02,Same Day,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Binders,5,0.05,3090.6,592.68
2369,ORD-2023-04172,2023-03-01,2023-03-08,Second Class,Consumer,East,West Bengal,Kolkata,Electronics,Cameras,7,0.0,45389.39,4101.48
2370,ORD-2023-01762,2023-03-02,2023-03-03,First Class,Corporate,South,Telangana,Hyderabad,Electronics,Accessories,10,0.1,162413.91,15352.61
2371,ORD-2023-04902,2023-03-02,2023-03-09,Standard Class,Corporate,East,Odisha,Bhubaneswar,Electronics,Cameras,7,0.0,149364.23,5815.37
2372,ORD-2023-05066,2023-03-02,2023-03-03,Standard Class,Consumer,South,Kerala,Kochi,Office Supplies,Binders,1,0.05,665.4,94.96
2373,ORD-2023-02126,2023-03-02,2023-03-03,Standard Class,Consumer,West,Maharashtra,Mumbai,Clothing,Women,11,0.0,31087.95,7859.88
2374,ORD-2023-02766,2023-03-02,2023-03-06,Standard Class,Small Business,South,Kerala,Kochi,Furniture,Storage,6,0.1,28999.99,-602.6
2375,ORD-2023-05726,2023-03-02,2023-03-09,Second Class,Consumer,North,Chandigarh,Chandigarh,Electronics,Laptops,6,0.05,57230.94,120.85
2376,ORD-2023-05728,2023-03-03,2023-03-10,Standard Class,Consumer,North,Rajasthan,Jaipur,Furniture,Storage,12,0.0,83714.59,-2832.5
2377,ORD-2023-05633,2023-03-03,2023-03-09,Second Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Bookcases,9,0.0,136678.61,-1491.96
2378,ORD-2023-02955,2023-03-03,2023-03-08,Same Day,Small Business,South,Karnataka,Bengaluru,Furniture,Chairs,1,0.0,18089.79,-1391.74
2379,ORD-2023-03992,2023-03-03,2023-03-06,Standard Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Laptops,11,0.3,142108.51,-11123.66
2380,ORD-2023-02259,2023-03-03,2023-03-09,Second Class,Consumer,North,Uttar Pradesh,Lucknow,Clothing,Kids,12,0.05,50505.26,1956.94
2381,ORD-2023-01568,2023-03-03,2023-03-10,First Class,Consumer,East,West Bengal,Kolkata,Home Appliances,Cooling,5,0.0,36508.0,4050.79
2382,ORD-2023-01879,2023-03-03,2023-03-04,Standard Class,Consumer,North,Chandigarh,Chandigarh,Electronics,Cameras,3,0.05,84321.46,-2192.89
2383,ORD-2023-02168,2023-03-03,2023-03-05,Second Class,Corporate,North,Uttar Pradesh,Lucknow,Furniture,Chairs,1,0.3,13234.38,-3248.44
2384,ORD-2023-04217,2023-03-03,2023-03-04,Second Class,Consumer,South,Tamil Nadu,Chennai,Furniture,Storage,10,0.0,98567.28,9008.94
2385,ORD-2023-01975,2023-03-04,2023-03-07,Standard Class,Consumer,North,Delhi,Delhi,Home Appliances,Kitchen,5,0.0,66005.73,5206.37
2386,ORD-2023-03821,2023-03-04,2023-03-06,Second Class,Small Business,North,Chandigarh,Chandigarh,Clothing,Men,7,0.3,21965.21,1010.53
2387,ORD-2023-02301,2023-03-04,2023-03-08,Standard Class,Small Business,South,Tamil Nadu,Chennai,Home Appliances,Cooling,11,0.1,117600.06,10950.55
2388,ORD-2023-02003,2023-03-04,2023-03-07,Standard Class,Corporate,West,Maharashtra,Pune,Clothing,Kids,7,0.3,5096.83,114.45
2389,ORD-2023-01227,2023-03-04,2023-03-07,Standard Class,Small Business,East,Assam,Guwahati,Furniture,Bookcases,3,0.05,23826.21,-1009.55
2390,ORD-2023-05365,2023-03-04,2023-03-05,First Class,Consumer,East,Assam,Guwahati,Clothing,Men,5,0.15,19864.73,2653.64
2391,ORD-2023-03399,2023-03-04,2023-03-08,First Class,Corporate,West,Gujarat,Ahmedabad,Clothing,Men,2,0.1,7453.95,2283.05
2392,ORD-2023-04988,2023-03-05,2023-03-07,First Class,Corporate,North,Rajasthan,Jaipur,Electronics,Laptops,6,0.0,7284.59,758.78
2393,ORD-2023-02949,2023-03-05,2023-03-07,Standard Class,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Stationery,12,0.15,3135.55,294.07
2394,ORD-2023-00407,2023-03-06,2023-03-13,Second Class,Consumer,South,Tamil Nadu,Chennai,Home Appliances,Cleaning,12,0.0,78068.05,1244.62
2395,ORD-2023-05983,2023-03-06,2023-03-08,Standard Class,Corporate,North,Uttar Pradesh,Lucknow,Electronics,Mobiles,5,0.05,95856.38,18642.36
2396,ORD-2023-05279,2023-03-06,2023-03-10,Second Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Cameras,4,0.1,63449.45,218.74
2397,ORD-2023-02674,2023-03-06,2023-03-08,First Class,Corporate,East,Odisha,Bhubaneswar,Home Appliances,Cleaning,2,0.1,21600.06,-50.34
2398,ORD-2023-05762,2023-03-06,2023-03-08,Second Class,Consumer,West,Maharashtra,Pune,Clothing,Kids,1,0.05,1384.27,312.84
2399,ORD-2023-03605,2023-03-06,2023-03-09,Standard Class,Corporate,South,Tamil Nadu,Chennai,Electronics,Accessories,4,0.15,11391.76,819.38
2400,ORD-2023-01108,2023-03-07,2023-03-14,Standard Class,Corporate,East,West Bengal,Kolkata,Office Supplies,Binders,12,0.0,2673.73,312.28
2401,ORD-2023-04415,2023-03-07,2023-03-08,First Class,Consumer,South,Kerala,Kochi,Clothing,Women,4,0.1,1735.29,315.87
2402,ORD-2023-02354,2023-03-07,2023-03-14,Standard Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Tables,3,0.0,38396.07,-3914.76
2403,ORD-2023-05938,2023-03-07,2023-03-08,Second Class,Corporate,East,Odisha,Bhubaneswar,Office Supplies,Stationery,10,0.0,10640.83,906.21
2404,ORD-2023-01545,2023-03-07,2023-03-12,First Class,Consumer,East,Bihar,Patna,Office Supplies,Labels,5,0.0,2086.66,300.2
2405,ORD-2023-05144,2023-03-07,2023-03-08,Second Class,Small Business,East,West Bengal,Kolkata,Clothing,Men,9,0.05,25181.53,4294.77
2406,ORD-2023-01810,2023-03-08,2023-03-11,Standard Class,Consumer,East,West Bengal,Kolkata,Office Supplies,Paper,10,0.0,1486.59,347.42
2407,ORD-2023-01964,2023-03-08,2023-03-09,Same Day,Consumer,East,Odisha,Bhubaneswar,Home Appliances,Kitchen,8,0.0,110527.08,13120.99
2408,ORD-2023-01682,2023-03-08,2023-03-15,Standard Class,Consumer,East,Odisha,Bhubaneswar,Home Appliances,Cleaning,2,0.05,21705.68,1162.3
2409,ORD-2023-05829,2023-03-08,2023-03-14,Standard Class,Corporate,South,Telangana,Hyderabad,Office Supplies,Paper,5,0.0,4168.16,790.43
2410,ORD-2023-02948,2023-03-08,2023-03-09,First Class,Corporate,North,Delhi,Delhi,Office Supplies,Paper,10,0.2,13785.26,-1371.19
2411,ORD-2023-03216,2023-03-08,2023-03-13,Standard Class,Corporate,South,Tamil Nadu,Chennai,Electronics,Laptops,1,0.0,1086.98,224.9
2412,ORD-2023-02497,2023-03-10,2023-03-17,Standard Class,Small Business,North,Rajasthan,Jaipur,Furniture,Tables,9,0.0,75837.15,-2786.09
2413,ORD-2023-05864,2023-03-10,2023-03-11,First Class,Corporate,West,Maharashtra,Nagpur,Home Appliances,Cleaning,11,0.05,41773.77,-2198.77
2414,ORD-2023-03603,2023-03-10,2023-03-11,First Class,Consumer,South,Telangana,Hyderabad,Home Appliances,Kitchen,1,0.2,2894.46,298.1
2415,ORD-2023-02631,2023-03-10,2023-03-14,Standard Class,Corporate,West,Maharashtra,Pune,Electronics,Mobiles,9,0.0,253350.84,29843.34
2416,ORD-2023-04698,2023-03-10,2023-03-14,Same Day,Small Business,West,Gujarat,Ahmedabad,Electronics,Cameras,2,0.2,26957.19,2058.29
2417,ORD-2023-03397,2023-03-11,2023-03-13,Standard Class,Small Business,South,Telangana,Hyderabad,Furniture,Storage,3,0.0,49260.7,509.13
2418,ORD-2023-03465,2023-03-11,2023-03-12,Standard Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Cameras,10,0.0,265300.85,29320.31
2419,ORD-2023-01335,2023-03-11,2023-03-17,Standard Class,Consumer,North,Delhi,Delhi,Electronics,Accessories,8,0.05,52889.93,4438.53
2420,ORD-2023-03656,2023-03-11,2023-03-17,Same Day,Corporate,South,Kerala,Kochi,Clothing,Men,1,0.1,826.23,158.51
2421,ORD-2023-02583,2023-03-11,2023-03-13,First Class,Corporate,North,Chandigarh,Chandigarh,Office Supplies,Paper,7,0.0,10351.22,1830.23
2422,ORD-2023-02763,2023-03-12,2023-03-14,Same Day,Corporate,East,Bihar,Patna,Electronics,Cameras,3,0.2,35257.8,1894.1
2423,ORD-2023-00079,2023-03-12,2023-03-14,Second Class,Consumer,West,Maharashtra,Mumbai,Home Appliances,Cooling,11,0.0,25207.94,2155.42
2424,ORD-2023-03670,2023-03-12,2023-03-14,Standard Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Mobiles,9,0.0,77014.31,9266.46
2425,ORD-2023-03119,2023-03-12,2023-03-18,Standard Class,Consumer,South,Karnataka,Bengaluru,Electronics,Laptops,11,0.05,113574.76,15664.51
2426,ORD-2023-04458,2023-03-12,2023-03-16,Standard Class,Corporate,South,Kerala,Kochi,Office Supplies,Labels,7,0.15,2720.51,68.05
2427,ORD-2023-04702,2023-03-12,2023-03-19,First Class,Corporate,South,Kerala,Kochi,Clothing,Men,5,0.0,14338.3,1911.12
2428,ORD-2023-04725,2023-03-12,2023-03-16,Standard Class,Small Business,South,Tamil Nadu,Chennai,Clothing,Footwear,12,0.1,6772.62,1118.46
2429,ORD-2023-04023,2023-03-13,2023-03-14,Standard Class,Consumer,East,Assam,Guwahati,Electronics,Accessories,10,0.05,125813.29,-4543.19
2430,ORD-2023-01238,2023-03-13,2023-03-15,First Class,Corporate,South,Telangana,Hyderabad,Home Appliances,Cooling,3,0.0,30859.7,1443.76
2431,ORD-2023-00260,2023-03-13,2023-03-19,Standard Class,Consumer,South,Kerala,Kochi,Office Supplies,Labels,6,0.05,9767.16,1967.87
2432,ORD-2023-03861,2023-03-13,2023-03-16,Standard Class,Consumer,South,Telangana,Hyderabad,Office Supplies,Binders,5,0.15,3795.47,295.6
2433,ORD-2023-04359,2023-03-13,2023-03-16,Standard Class,Corporate,East,Odisha,Bhubaneswar,Electronics,Laptops,7,0.05,97900.3,10816.66
2434,ORD-2023-01820,2023-03-14,2023-03-16,Standard Class,Consumer,West,Maharashtra,Pune,Electronics,Laptops,6,0.1,133815.9,-1235.22
2435,ORD-2023-03159,2023-03-14,2023-03-21,Standard Class,Consumer,North,Delhi,Delhi,Furniture,Bookcases,6,0.05,96400.73,3346.88
2436,ORD-2023-01101,2023-03-15,2023-03-21,Same Day,Consumer,South,Karnataka,Bengaluru,Furniture,Tables,7,0.05,137652.97,2048.36
2437,ORD-2023-01026,2023-03-15,2023-03-21,Standard Class,Consumer,West,Maharashtra,Nagpur,Electronics,Cameras,1,0.05,6326.69,640.13
2438,ORD-2023-04583,2023-03-15,2023-03-21,Same Day,Corporate,South,Karnataka,Bengaluru,Office Supplies,Labels,6,0.15,8435.91,882.76
2439,ORD-2023-05316,2023-03-15,2023-03-19,Standard Class,Consumer,East,Odisha,Bhubaneswar,Furniture,Tables,2,0.1,23810.81,-2038.65
2440,ORD-2023-04176,2023-03-15,2023-03-22,Standard Class,Small Business,West,Maharashtra,Mumbai,Electronics,Mobiles,11,0.05,113027.76,11810.31
2441,ORD-2023-04383,2023-03-15,2023-03-19,First Class,Corporate,East,Odisha,Bhubaneswar,Electronics,Accessories,1,0.1,21735.25,217.12
2442,ORD-2023-00736,2023-03-15,2023-03-16,First Class,Small Business,West,Gujarat,Ahmedabad,Electronics,Mobiles,7,0.0,20392.87,2617.54
2443,ORD-2023-03007,2023-03-16,2023-03-23,Standard Class,Small Business,South,Karnataka,Bengaluru,Furniture,Bookcases,7,0.0,119396.23,1093.93
2444,ORD-2023-04033,2023-03-16,2023-03-17,Standard Class,Consumer,East,Assam,Guwahati,Furniture,Storage,8,0.0,105736.07,-9417.83
2445,ORD-2023-04860,2023-03-16,2023-03-19,First Class,Consumer,South,Kerala,Kochi,Electronics,Cameras,1,0.0,12612.9,1154.19
2446,ORD-2023-03843,2023-03-16,2023-03-19,Standard Class,Consumer,North,Delhi,Delhi,Electronics,Cameras,9,0.0,45072.53,7154.51
2447,ORD-2023-02380,2023-03-16,2023-03-18,First Class,Consumer,South,Karnataka,Bengaluru,Furniture,Chairs,5,0.1,56048.0,-3048.07
2448,ORD-2023-02182,2023-03-16,2023-03-18,Standard Class,Small Business,East,Bihar,Patna,Home Appliances,Cleaning,6,0.05,63700.26,2137.35
2449,ORD-2023-03766,2023-03-16,2023-03-21,Standard Class,Small Business,North,Rajasthan,Jaipur,Electronics,Accessories,12,0.15,52317.28,1363.22
2450,ORD-2023-03412,2023-03-17,2023-03-22,Second Class,Small Business,North,Uttar Pradesh,Lucknow,Home Appliances,Cooling,2,0.0,3971.61,221.68
2451,ORD-2023-00813,2023-03-17,2023-03-22,First Class,Corporate,East,Assam,Guwahati,Clothing,Kids,9,0.2,7720.24,1596.69
2452,ORD-2023-01645,2023-03-17,2023-03-20,Standard Class,Corporate,North,Chandigarh,Chandigarh,Electronics,Accessories,1,0.0,24914.23,903.3
2453,ORD-2023-03588,2023-03-17,2023-03-21,Second Class,Consumer,West,Maharashtra,Nagpur,Clothing,Women,11,0.1,6572.15,755.22
2454,ORD-2023-00739,2023-03-17,2023-03-24,Standard Class,Consumer,West,Maharashtra,Nagpur,Clothing,Women,7,0.05,11772.0,3471.9
2455,ORD-2023-04816,2023-03-17,2023-03-22,First Class,Consumer,West,Maharashtra,Mumbai,Office Supplies,Paper,8,0.0,4301.1,710.26
2456,ORD-2023-01800,2023-03-17,2023-03-20,Standard Class,Consumer,South,Tamil Nadu,Chennai,Home Appliances,Cleaning,11,0.15,87113.16,546.96
2457,ORD-2023-05220,2023-03-17,2023-03-21,Same Day,Consumer,North,Rajasthan,Jaipur,Electronics,Cameras,6,0.1,15918.34,-349.2
2458,ORD-2023-03563,2023-03-17,2023-03-23,First Class,Consumer,West,Maharashtra,Pune,Clothing,Kids,4,0.3,4553.26,-279.55
2459,ORD-2023-03825,2023-03-17,2023-03-21,First Class,Corporate,South,Karnataka,Bengaluru,Furniture,Bookcases,12,0.15,170268.63,-23021.5
2460,ORD-2023-01766,2023-03-17,2023-03-23,Standard Class,Corporate,East,West Bengal,Kolkata,Electronics,Mobiles,8,0.05,181112.63,4420.09
2461,ORD-2023-03316,2023-03-17,2023-03-19,Second Class,Corporate,East,Bihar,Patna,Home Appliances,Cleaning,4,0.05,22884.86,1830.49
2462,ORD-2023-03332,2023-03-18,2023-03-21,Second Class,Consumer,North,Rajasthan,Jaipur,Home Appliances,Cleaning,12,0.15,56155.77,-4927.32
2463,ORD-2023-05976,2023-03-18,2023-03-19,Second Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Cameras,6,0.05,117098.66,4295.75
2464,ORD-2023-03120,2023-03-18,2023-03-23,Same Day,Consumer,South,Kerala,Kochi,Electronics,Mobiles,3,0.2,52714.81,5235.87
2465,ORD-2023-05842,2023-03-18,2023-03-19,Standard Class,Consumer,South,Tamil Nadu,Chennai,Furniture,Storage,9,0.0,125777.31,-11545.54
2466,ORD-2023-05136,2023-03-18,2023-03-19,Second Class,Consumer,South,Karnataka,Bengaluru,Electronics,Accessories,8,0.0,73221.62,7542.83
2467,ORD-2023-00320,2023-03-19,2023-03-24,Standard Class,Corporate,North,Uttar Pradesh,Lucknow,Office Supplies,Stationery,2,0.05,1387.9,204.29
2468,ORD-2023-01211,2023-03-19,2023-03-20,First Class,Consumer,North,Uttar Pradesh,Lucknow,Home Appliances,Lighting,9,0.0,65527.35,351.76
2469,ORD-2023-04261,2023-03-19,2023-03-26,Second Class,Corporate,East,Bihar,Patna,Clothing,Kids,9,0.0,11915.22,3334.57
2470,ORD-2023-04679,2023-03-19,2023-03-21,Second Class,Consumer,East,Assam,Guwahati,Furniture,Storage,9,0.0,75538.23,2393.52
2471,ORD-2023-05555,2023-03-19,2023-03-20,Standard Class,Consumer,South,Telangana,Hyderabad,Electronics,Cameras,9,0.0,169052.65,16260.43
2472,ORD-2023-05391,2023-03-19,2023-03-21,First Class,Consumer,South,Karnataka,Bengaluru,Furniture,Tables,3,0.15,8012.56,-1097.44
2473,ORD-2023-01021,2023-03-20,2023-03-27,Standard Class,Small Business,West,Gujarat,Ahmedabad,Office Supplies,Stationery,7,0.0,6555.07,1385.55
2474,ORD-2023-03116,2023-03-20,2023-03-23,First Class,Small Business,East,Odisha,Bhubaneswar,Electronics,Mobiles,5,0.1,52788.67,3435.93
2475,ORD-2023-03126,2023-03-20,2023-03-26,Standard Class,Consumer,North,Rajasthan,Jaipur,Clothing,Men,7,0.3,8277.42,946.76
2476,ORD-2023-04966,2023-03-20,2023-03-26,Second Class,Small Business,South,Karnataka,Bengaluru,Office Supplies,Paper,11,0.05,1989.99,280.3
2477,ORD-2023-03467,2023-03-20,2023-03-27,First Class,Consumer,East,Bihar,Patna,Electronics,Laptops,5,0.1,71164.72,1799.8
2478,ORD-2023-01674,2023-03-20,2023-03-24,Second Class,Corporate,North,Rajasthan,Jaipur,Office Supplies,Paper,4,0.1,4380.32,327.01
2479,ORD-2023-00905,2023-03-20,2023-03-24,Same Day,Consumer,East,Assam,Guwahati,Clothing,Women,8,0.05,24010.21,4957.29
2480,ORD-2023-00542,2023-03-21,2023-03-25,Standard Class,Corporate,South,Telangana,Hyderabad,Home Appliances,Cooling,7,0.15,12848.86,-806.68
2481,ORD-2023-03846,2023-03-21,2023-03-22,First Class,Consumer,East,Odisha,Bhubaneswar,Electronics,Laptops,11,0.0,223009.45,33383.13
2482,ORD-2023-02804,2023-03-22,2023-03-29,Second Class,Small Business,North,Uttar Pradesh,Lucknow,Furniture,Bookcases,8,0.0,85020.08,-6822.29
2483,ORD-2023-02271,2023-03-22,2023-03-27,First Class,Small Business,West,Maharashtra,Nagpur,Office Supplies,Labels,8,0.3,8032.14,408.52
2484,ORD-2023-00664,2023-03-22,2023-03-23,Standard Class,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Labels,9,0.2,11498.74,544.98
2485,ORD-2023-05160,2023-03-23,2023-03-26,Second Class,Small Business,East,Bihar,Patna,Clothing,Footwear,11,0.3,5775.09,12.64
2486,ORD-2023-05681,2023-03-23,2023-03-30,Same Day,Corporate,North,Rajasthan,Jaipur,Furniture,Storage,6,0.1,11334.6,-1440.3
2487,ORD-2023-00226,2023-03-23,2023-03-27,Standard Class,Small Business,East,Bihar,Patna,Office Supplies,Labels,5,0.1,3379.7,660.18
2488,ORD-2023-00579,2023-03-23,2023-03-30,Standard Class,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Labels,12,0.15,7040.78,114.66
2489,ORD-2023-05362,2023-03-23,2023-03-25,Same Day,Consumer,West,Maharashtra,Mumbai,Clothing,Men,7,0.0,22023.01,4995.83
2490,ORD-2023-05804,2023-03-23,2023-03-25,Standard Class,Consumer,South,Telangana,Hyderabad,Home Appliances,Cleaning,9,0.0,64015.61,12107.52
2491,ORD-2023-00611,2023-03-23,2023-03-28,Standard Class,Consumer,West,Maharashtra,Nagpur,Clothing,Women,12,0.0,31163.41,8079.49
2492,ORD-2023-00529,2023-03-24,2023-03-27,Standard Class,Consumer,North,Chandigarh,Chandigarh,Electronics,Laptops,7,0.0,187376.75,21657.63
2493,ORD-2023-02022,2023-03-24,2023-03-26,Standard Class,Small Business,North,Delhi,Delhi,Office Supplies,Stationery,8,0.1,4517.1,662.4
2494,ORD-2023-01688,2023-03-24,2023-03-30,Second Class,Corporate,East,Odisha,Bhubaneswar,Electronics,Cameras,11,0.0,91002.1,10198.57
2495,ORD-2023-05237,2023-03-24,2023-03-28,First Class,Consumer,South,Telangana,Hyderabad,Electronics,Accessories,12,0.0,193227.1,3117.08
2496,ORD-2023-04824,2023-03-24,2023-03-31,Standard Class,Corporate,South,Kerala,Kochi,Electronics,Mobiles,11,0.0,204342.48,20261.39
2497,ORD-2023-01103,2023-03-25,2023-03-27,First Class,Corporate,North,Rajasthan,Jaipur,Clothing,Footwear,7,0.15,9038.1,2443.02
2498,ORD-2023-04663,2023-03-25,2023-03-27,First Class,Corporate,East,Bihar,Patna,Office Supplies,Binders,8,0.0,3239.97,473.25
2499,ORD-2023-00206,2023-03-25,2023-03-26,Standard Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Mobiles,9,0.0,133567.2,5840.96
2500,ORD-2023-01795,2023-03-25,2023-03-29,First Class,Consumer,West,Maharashtra,Mumbai,Clothing,Footwear,5,0.0,12343.75,2873.52
2501,ORD-2023-04341,2023-03-25,2023-03-28,Same Day,Consumer,West,Maharashtra,Pune,Electronics,Cameras,9,0.1,124079.67,13210.88
2502,ORD-2023-00625,2023-03-26,2023-04-01,First Class,Consumer,South,Kerala,Kochi,Electronics,Cameras,2,0.3,10906.01,497.22
2503,ORD-2023-00005,2023-03-26,2023-04-01,Same Day,Consumer,South,Tamil Nadu,Chennai,Electronics,Cameras,6,0.0,152618.52,13117.68
2504,ORD-2023-05410,2023-03-26,2023-03-29,Standard Class,Consumer,East,West Bengal,Kolkata,Home Appliances,Cooling,2,0.0,24083.89,3543.05
2505,ORD-2023-04490,2023-03-26,2023-04-01,Second Class,Consumer,East,Assam,Guwahati,Home Appliances,Kitchen,5,0.0,37162.72,2975.97
2506,ORD-2023-04639,2023-03-27,2023-03-31,First Class,Consumer,West,Maharashtra,Nagpur,Clothing,Women,12,0.2,13609.79,-14.16
2507,ORD-2023-03602,2023-03-27,2023-03-29,Second Class,Consumer,South,Tamil Nadu,Chennai,Clothing,Footwear,9,0.2,6144.38,472.22
2508,ORD-2023-02102,2023-03-27,2023-03-29,Standard Class,Corporate,South,Telangana,Hyderabad,Electronics,Mobiles,3,0.05,8879.22,185.37
2509,ORD-2023-01539,2023-03-27,2023-03-29,Second Class,Consumer,West,Gujarat,Ahmedabad,Electronics,Cameras,7,0.0,13047.69,388.89
2510,ORD-2023-01542,2023-03-27,2023-04-02,First Class,Consumer,North,Rajasthan,Jaipur,Home Appliances,Cleaning,8,0.0,22340.64,4162.85
2511,ORD-2023-04363,2023-03-28,2023-04-02,First Class,Consumer,South,Tamil Nadu,Chennai,Office Supplies,Paper,8,0.0,982.31,193.12
2512,ORD-2023-02841,2023-03-28,2023-03-30,Standard Class,Corporate,South,Karnataka,Bengaluru,Office Supplies,Paper,5,0.1,1021.71,150.94
2513,ORD-2023-00392,2023-03-28,2023-03-29,Second Class,Consumer,South,Karnataka,Bengaluru,Clothing,Men,4,0.3,9441.84,939.61
2514,ORD-2023-05213,2023-03-28,2023-03-31,First Class,Corporate,East,Odisha,Bhubaneswar,Furniture,Bookcases,9,0.05,114490.23,-6356.23
2515,ORD-2023-02320,2023-03-28,2023-04-03,First Class,Corporate,West,Maharashtra,Pune,Home Appliances,Cleaning,12,0.0,27979.66,391.46
2516,ORD-2023-00681,2023-03-28,2023-04-03,Standard Class,Consumer,West,Maharashtra,Mumbai,Furniture,Chairs,3,0.0,6189.11,144.21
2517,ORD-2023-00415,2023-03-28,2023-04-01,Standard Class,Consumer,West,Maharashtra,Mumbai,Electronics,Mobiles,6,0.2,17499.13,348.91
2518,ORD-2023-02219,2023-03-28,2023-04-01,Standard Class,Corporate,North,Delhi,Delhi,Office Supplies,Stationery,1,0.0,544.31,166.55
2519,ORD-2023-03795,2023-03-29,2023-04-01,First Class,Consumer,East,Assam,Guwahati,Office Supplies,Paper,1,0.1,754.44,98.43
2520,ORD-2023-03757,2023-03-29,2023-04-01,Standard Class,Consumer,West,Maharashtra,Nagpur,Clothing,Kids,9,0.05,31297.64,6297.28
2521,ORD-2023-00209,2023-03-29,2023-04-04,Same Day,Small Business,West,Maharashtra,Mumbai,Electronics,Accessories,10,0.0,39833.61,5214.33
2522,ORD-2023-03405,2023-03-29,2023-04-01,Same Day,Corporate,East,West Bengal,Kolkata,Home Appliances,Cleaning,1,0.3,1033.5,-45.31
2523,ORD-2023-05995,2023-03-29,2023-04-05,First Class,Small Business,South,Telangana,Hyderabad,Clothing,Men,4,0.2,8512.36,1462.52
2524,ORD-2023-01603,2023-03-29,2023-03-30,Same Day,Consumer,East,Assam,Guwahati,Furniture,Storage,1,0.0,13351.48,-784.5
2525,ORD-2023-02973,2023-03-29,2023-04-04,First Class,Corporate,West,Maharashtra,Nagpur,Office Supplies,Labels,10,0.3,11388.22,-593.31
